enrolment_id,learner_id,course_id,enrol_date,expected_completion_date,actual_completion_date,status,progress_pct,last_activity_date,assessment_score,attempts,feedback_rating,certificate_issued
ENR00164,LRN0185,CRS003,2024-01-04,2024-01-24,2024-01-17,Completed,100,2024-01-17,54.58,2,2,No
ENR01500,LRN0065,CRS001,2024-02-26,2024-03-27,2024-03-14,Completed,100,,91.3,1,5,Yes
ENR00282,LRN0228,CRS009,2024-03-14,2024-04-03,,In Progress,76,2024-03-24,,2,,No
ENR01090,LRN0232,CRS013,2024-01-01,2024-03-21,,In Progress,57,2024-01-03,,1,,No
ENR01878,LRN0073,CRS003,2024-02-15,2024-03-06,2024-02-18,Completed,100,2024-02-18,46.5,1,5,No
ENR01531,LRN0030,CRS024,2024-03-09,2024-04-08,2024-03-19,Completed,100,2024-03-19,59.34,1,1,No
ENR01936,LRN0171,CRS041,2024-03-05,2024-04-04,,Dropped,33,2024-03-10,,1,,No
ENR01954,LRN0238,CRS031,2024-02-19,2024-02-29,,In Progress,63,2024-03-20,,2,,No
ENR00745,LRN0162,CRS060,2024-01-30,2024-02-29,,In Progress,48,2024-02-11,,1,,No
ENR00559,LRN0460,CRS053,2024-02-13,2024-05-03,,In Progress,23,2024-03-23,,3,3,No
ENR01677,LRN0439,CRS005,2024-03-08,2024-04-17,,In Progress,12,2024-03-30,,1,,No
ENR01974,LRN0211,CRS057,2024-03-01,2024-03-11,,Not Started,0,,,1,,No
ENR00015,LRN0464,CRS003,2024-01-26,2024-02-15,2024-01-29,Completed,100,2024-01-29,46.6,1,3,No
ENR01446,LRN0136,CRS047,2024-02-16,2024-04-16,2024-02-27,Completed,100,2024-02-27,50.79,1,3,No
ENR01693,LRN0017,CRS011,2024-02-21,2024-03-02,2024-03-01,Completed,100,2024-03-01,47.15,1,5,No
ENR01493,LRN0036,CRS001,2024-01-05,2024-02-04,,In Progress,63,,,2,2,No
ENR00643,LRN0356,CRS028,2024-02-21,2024-04-01,,In Progress,42,2024-03-07,,1,,No
ENR01377,LRN0280,CRS028,2024-03-09,2024-04-18,,In Progress,84,2024-03-16,,1,,No
ENR01486,LRN0010,CRS026,2024-03-14,2024-03-24,,In Progress,17,2024-03-31,,1,,No
ENR00326,LRN0039,CRS035,2024-02-13,2024-05-03,2024-03-31,Completed,100,,99.43,1,2,Yes
ENR00932,LRN0132,CRS022,2024-01-26,2024-02-15,2024-02-06,Completed,100,,66.59,1,4,Yes
ENR01842,LRN0272,CRS010,2024-02-29,2024-03-20,2024-03-22,Completed,100,2024-03-22,57.84,1,5,No
ENR00067,LRN0320,CRS052,2024-02-03,2024-04-23,2024-02-21,Completed,100,2024-02-21,56.61,1,5,No
ENR01742,LRN0442,CRS028,2024-02-24,2024-04-04,,In Progress,57,2024-03-09,,1,,No
ENR01217,LRN0189,CRS015,2024-02-05,2024-02-15,2024-02-15,Completed,100,2024-02-15,69.24,1,4,Yes
ENR00229,LRN0302,CRS005,2024-02-22,2024-04-02,,Dropped,7,2024-03-07,,1,,No
ENR00245,LRN0194,CRS040,2024-01-08,2024-02-07,,Not Started,0,,,2,,No
ENR00382,LRN0233,CRS021,2024-01-22,2024-02-11,,Not Started,0,,,1,,No
ENR00494,LRN0006,CRS038,2024-02-08,2024-03-09,2024-03-15,Completed,100,2024-03-15,94.13,1,1,Yes
ENR01357,LRN0287,CRS058,2024-03-05,2024-04-04,2024-03-25,Completed,100,2024-03-25,76.82,3,4,Yes
ENR00334,LRN0139,CRS056,2024-01-07,2024-03-07,,In Progress,36,2024-02-07,,1,3,No
ENR00703,LRN0382,CRS056,2024-03-07,2024-05-06,,In Progress,31,2024-03-26,,3,,No
ENR01853,LRN0239,CRS053,2024-03-08,2024-05-27,2024-03-31,Completed,100,2024-03-31,95.67,1,1,Yes
ENR01149,LRN0085,CRS049,2024-03-15,2024-04-24,2024-03-31,Completed,100,2024-03-31,55.47,3,1,No
ENR00694,LRN0398,CRS039,2024-03-09,2024-05-28,,Dropped,30,2024-03-16,,2,4,No
ENR01134,LRN0069,CRS003,2024-01-16,2024-02-05,,Dropped,13,2024-01-27,,1,,No
ENR01912,LRN0191,CRS050,2024-02-08,2024-02-18,,Dropped,2,2024-02-11,,1,,No
ENR01101,LRN0027,CRS009,2024-01-09,2024-01-29,2024-01-12,Completed,100,2024-01-12,50.88,1,4,No
ENR00687,LRN0042,CRS039,2024-03-14,2024-06-02,,Dropped,20,2024-03-14,,1,,No
ENR00198,LRN0322,CRS035,2024-02-07,2024-04-27,,In Progress,37,2024-02-11,,2,,No
ENR01536,LRN0139,CRS026,2024-02-19,2024-02-29,,Not Started,0,,,1,,No
ENR00776,LRN0104,CRS018,2024-01-07,2024-02-06,,Not Started,0,,,2,,No
ENR00799,LRN0136,CRS055,2024-03-03,2024-03-13,2024-03-23,Completed,100,2024-03-23,69.08,1,2,Yes
ENR00298,LRN0085,CRS037,2024-01-08,2024-02-17,2024-01-21,Completed,100,2024-01-21,75.48,1,1,Yes
ENR00409,LRN0192,CRS051,2024-01-29,2024-04-18,,In Progress,43,2024-02-15,,1,,No
ENR00189,LRN0346,CRS036,2024-01-23,2024-02-12,2024-02-18,Completed,100,2024-02-18,46.48,1,4,No
ENR01409,LRN0199,CRS016,2024-01-06,2024-01-26,2024-01-13,Completed,100,2024-01-13,46.83,1,2,No
ENR01789,LRN0095,CRS024,2024-01-19,2024-02-18,2024-02-08,Completed,100,2024-02-08,45.85,1,2,No
ENR00578,LRN0299,CRS016,2024-02-14,2024-03-05,,In Progress,33,2024-03-27,,2,,No
ENR01959,LRN0138,CRS023,2024-02-24,2024-05-14,,Dropped,12,2024-03-07,,1,,No
ENR01108,LRN0383,CRS017,2024-01-17,2024-02-06,,In Progress,25,2024-03-31,,3,,No
ENR00190,LRN0120,CRS019,2024-03-08,2024-05-07,2024-03-11,Completed,100,2024-03-11,65.28,1,3,Yes
ENR01260,LRN0115,CRS001,2024-01-25,2024-02-24,2024-02-28,Completed,100,2024-02-28,51.6,1,5,No
ENR01643,LRN0104,CRS019,2024-02-07,2024-04-07,2024-02-10,Completed,100,2024-02-10,61.76,2,4,Yes
ENR01380,LRN0400,CRS031,2024-02-16,2024-02-26,2024-02-23,Completed,100,,93.9,1,1,Yes
ENR00085,LRN0402,CRS023,2024-01-06,2024-03-26,,Dropped,17,2024-01-14,,2,,No
ENR00345,LRN0495,CRS001,2024-01-14,2024-02-13,,In Progress,20,2024-02-26,,1,,No
ENR01830,LRN0122,CRS001,2024-02-16,2024-03-17,,In Progress,36,2024-03-27,,3,,No
ENR01318,LRN0158,CRS049,2024-01-17,2024-02-26,2024-01-20,Completed,100,,59.26,1,2,No
ENR01433,LRN0045,CRS046,2024-01-12,2024-02-21,,Dropped,14,2024-01-26,,3,4,No
ENR01416,LRN0131,CRS056,2024-03-09,2024-05-08,,Dropped,27,2024-03-21,,3,,No
ENR01418,LRN0430,CRS029,2024-01-18,2024-04-07,2024-02-11,Completed,100,2024-02-11,47.0,1,5,No
ENR01036,LRN0013,CRS033,2024-01-28,2024-03-08,,In Progress,13,2024-03-15,,1,,No
ENR01966,LRN0142,CRS014,2024-02-28,2024-03-29,2024-03-18,Completed,100,2024-03-18,49.53,1,3,No
ENR00999,LRN0097,CRS052,2024-02-02,2024-04-22,,Not Started,0,,,1,,No
ENR00885,LRN0125,CRS005,2024-01-23,2024-03-03,2024-01-27,Completed,100,2024-01-27,76.45,1,1,Yes
ENR00110,LRN0309,CRS055,2024-02-22,2024-03-03,2024-02-28,Completed,100,2024-02-28,76.45,1,2,Yes
ENR01039,LRN0496,CRS010,2024-02-18,2024-03-09,2024-03-12,Completed,100,2024-03-12,85.23,1,2,Yes
ENR01031,LRN0463,CRS029,2024-02-02,2024-04-22,,In Progress,69,2024-03-02,,1,,No
ENR00043,LRN0203,CRS043,2024-02-17,2024-05-07,2024-03-31,Completed,100,2024-03-31,47.26,1,2,No
ENR00540,LRN0403,CRS018,2024-02-03,2024-03-04,,Dropped,14,2024-02-05,,1,,No
ENR00615,LRN0244,CRS056,2024-01-01,2024-03-01,2024-01-04,Completed,100,2024-01-04,52.53,2,4,No
ENR00960,LRN0356,CRS020,2024-01-31,2024-02-10,,Dropped,13,,,1,2,No
ENR01717,LRN0392,CRS024,2024-01-28,2024-02-27,2024-02-01,Completed,100,2024-02-01,61.37,2,3,Yes
ENR01470,LRN0323,CRS045,2024-02-09,2024-02-19,,Dropped,6,2024-02-19,,2,1,No
ENR01575,LRN0129,CRS037,2024-01-10,2024-02-19,,Dropped,4,2024-01-24,,1,,No
ENR01649,LRN0179,CRS035,2024-01-11,2024-03-31,2024-03-23,Completed,100,2024-03-23,52.36,1,5,No
ENR01803,LRN0495,CRS034,2024-02-22,2024-03-13,2024-03-15,Completed,100,2024-03-15,55.31,1,1,No
ENR00856,LRN0199,CRS029,2024-01-31,2024-04-20,,In Progress,42,2024-03-10,,1,,No
ENR00702,LRN0327,CRS015,2024-01-04,2024-01-14,,Dropped,19,2024-01-13,,1,3,No
ENR00485,LRN0333,CRS007,2024-02-12,2024-03-23,,In Progress,82,,,1,,No
ENR00418,LRN0335,CRS058,2024-01-29,2024-02-28,2024-02-27,Completed,100,2024-02-27,91.23,1,4,Yes
ENR00424,LRN0315,CRS039,2024-03-10,2024-05-29,2024-03-31,Completed,100,2024-03-31,85.79,2,2,Yes
ENR01230,LRN0094,CRS007,2024-01-25,2024-03-05,2024-02-15,Completed,100,2024-02-15,54.44,1,4,No
ENR00896,LRN0395,CRS059,2024-02-16,2024-05-06,,In Progress,18,2024-03-25,,1,,No
ENR00579,LRN0343,CRS032,2024-03-03,2024-03-13,,Dropped,22,2024-03-09,,1,,No
ENR00783,LRN0064,CRS035,2024-02-28,2024-05-18,2024-03-31,Completed,100,2024-03-31,63.78,1,1,Yes
ENR00186,LRN0301,CRS002,2024-03-13,2024-04-02,,Dropped,8,2024-03-27,,1,,No
ENR00693,LRN0241,CRS056,2024-02-19,2024-04-19,2024-03-31,Completed,100,2024-03-31,97.67,2,5,Yes
ENR01442,LRN0237,CRS024,2024-02-12,2024-03-13,,In Progress,68,2024-02-19,,1,,No
ENR00323,LRN0007,CRS044,2024-03-11,2024-05-30,,Dropped,21,2024-03-13,,1,,No
ENR01444,LRN0048,CRS039,2024-03-16,2024-06-04,,In Progress,65,2024-03-20,,1,,No
ENR01891,LRN0452,CRS030,2024-03-04,2024-05-03,,Dropped,16,2024-03-09,,1,,No
ENR00311,LRN0203,CRS027,2024-02-12,2024-03-13,,Not Started,0,,,1,,No
ENR01384,LRN0070,CRS020,2024-03-08,2024-03-18,,Not Started,0,,,1,4,No
ENR01594,LRN0057,CRS011,2024-03-08,2024-03-18,2024-03-16,Completed,100,2024-03-16,82.09,1,2,Yes
ENR01550,LRN0296,CRS028,2024-02-21,2024-04-01,,In Progress,34,2024-03-18,,1,3,No
ENR00911,LRN0420,CRS016,2024-03-03,2024-03-23,,In Progress,12,2024-03-31,,1,,No
ENR01921,LRN0039,CRS031,2024-02-28,2024-03-09,2024-03-05,Completed,100,2024-03-05,60.28,1,1,Yes
ENR00044,LRN0477,CRS022,2024-02-29,2024-03-20,2024-03-15,Completed,100,2024-03-15,84.06,1,3,Yes
ENR01542,LRN0299,CRS013,2024-02-01,2024-04-21,,Dropped,26,2024-02-03,,2,,No
ENR01953,LRN0481,CRS013,2024-01-13,2024-04-02,2024-02-12,Completed,100,2024-02-12,94.5,1,2,Yes
ENR00818,LRN0092,CRS054,2024-01-24,2024-03-04,2024-02-19,Completed,100,2024-02-19,85.08,1,1,Yes
ENR01136,LRN0192,CRS003,2024-03-09,2024-03-29,2024-03-30,Completed,100,,50.97,1,2,No
ENR01115,LRN0243,CRS051,2024-03-08,2024-05-27,2024-03-31,Completed,100,2024-03-31,64.13,1,4,Yes
ENR00762,LRN0113,CRS033,2024-01-17,2024-02-26,,Dropped,14,2024-01-19,,1,,No
ENR01053,LRN0043,CRS007,2024-01-11,2024-02-20,2024-02-22,Completed,100,2024-02-22,45.47,1,4,No
ENR00489,LRN0243,CRS002,2024-03-05,2024-03-25,,In Progress,25,2024-03-06,,1,,No
ENR00082,LRN0311,CRS032,2024-01-13,2024-01-23,,Dropped,19,2024-01-20,,1,,No
ENR00329,LRN0141,CRS045,2024-01-17,2024-01-27,2024-01-30,Completed,100,2024-01-30,48.34,3,2,No
ENR00807,LRN0322,CRS037,2024-02-19,2024-03-30,,Dropped,23,2024-03-01,,2,,No
ENR00784,LRN0457,CRS017,2024-01-15,2024-02-04,,In Progress,84,2024-03-09,,1,,No
ENR01206,LRN0455,CRS043,2024-01-16,2024-04-05,,Not Started,0,,,2,,No
ENR00429,LRN0085,CRS051,2024-01-27,2024-04-16,,Not Started,0,,,1,,No
ENR00050,LRN0422,CRS018,2024-03-13,2024-04-12,,Dropped,13,2024-03-22,,1,,No
ENR01379,LRN0338,CRS004,2024-01-15,2024-03-15,2024-01-27,Completed,100,2024-01-27,84.73,1,1,Yes
ENR01847,LRN0218,CRS001,2024-01-31,2024-03-01,,In Progress,74,2024-02-06,,1,,No
ENR00365,LRN0331,CRS045,2024-01-02,2024-01-12,2024-01-05,Completed,100,2024-01-05,48.3,1,5,No
ENR00307,LRN0005,CRS007,2024-02-25,2024-04-05,,In Progress,77,2024-03-01,,1,,No
ENR01119,LRN0410,CRS020,2024-02-21,2024-03-02,2024-03-05,Completed,100,2024-03-05,97.64,1,3,Yes
ENR01739,LRN0223,CRS055,2024-03-09,2024-03-19,2024-03-12,Completed,100,2024-03-12,76.8,1,4,Yes
ENR01399,LRN0416,CRS028,2024-01-10,2024-02-19,2024-01-13,Completed,100,2024-01-13,95.57,1,5,Yes
ENR00038,LRN0422,CRS019,2024-01-25,2024-03-25,,In Progress,28,2024-03-17,,1,,No
ENR00566,LRN0085,CRS008,2024-02-06,2024-04-26,2024-03-28,Completed,100,2024-03-28,57.3,1,3,No
ENR01908,LRN0331,CRS022,2024-01-22,2024-02-11,,In Progress,80,2024-02-12,,1,,No
ENR00241,LRN0176,CRS002,2024-03-15,2024-04-04,2024-03-31,Completed,100,2024-03-31,82.0,1,1,Yes
ENR00639,LRN0396,CRS014,2024-02-03,2024-03-04,2024-02-14,Completed,100,2024-02-14,46.73,1,2,No
ENR00654,LRN0422,CRS001,2024-03-17,2024-04-16,,Dropped,4,2024-03-31,,1,,No
ENR00638,LRN0350,CRS051,2024-02-06,2024-04-26,2024-03-31,Completed,100,2024-03-31,98.27,1,3,Yes
ENR01664,LRN0249,CRS033,2024-03-13,2024-04-22,,Dropped,7,2024-03-24,,1,,No
ENR01543,LRN0159,CRS014,2024-01-08,2024-02-07,,In Progress,38,2024-02-29,,1,,No
ENR01204,LRN0267,CRS039,2024-01-29,2024-04-18,2024-03-31,Completed,100,2024-03-31,78.13,1,2,Yes
ENR01581,LRN0291,CRS042,2024-02-28,2024-03-09,,In Progress,37,2024-03-29,,1,,No
ENR00584,LRN0218,CRS026,2024-02-03,2024-02-13,,Not Started,0,,,1,,No
ENR01720,LRN0272,CRS014,2024-02-23,2024-03-24,2024-02-26,Completed,100,2024-02-26,82.86,1,5,Yes
ENR01930,LRN0227,CRS032,2024-03-16,2024-03-26,,In Progress,43,2024-03-20,,1,,No
ENR00969,LRN0400,CRS002,2024-03-05,2024-03-25,,In Progress,33,2024-03-21,,1,,No
ENR01008,LRN0441,CRS039,2024-02-19,2024-05-09,,In Progress,22,2024-03-04,,2,,No
ENR01915,LRN0031,CRS008,2024-01-29,2024-04-18,,Not Started,0,,,1,,No
ENR00097,LRN0472,CRS010,2024-02-21,2024-03-12,,In Progress,79,2024-03-05,,1,,No
ENR01705,LRN0065,CRS008,2024-02-11,2024-05-01,,Not Started,0,,,1,,No
ENR00240,LRN0468,CRS040,2024-01-14,2024-02-13,,Dropped,5,2024-01-16,,1,,No
ENR01365,LRN0258,CRS037,2024-01-29,2024-03-09,2024-02-18,Completed,100,,74.3,1,5,Yes
ENR01234,LRN0061,CRS030,2024-03-02,2024-05-01,,Dropped,31,2024-03-08,,1,,No
ENR01756,LRN0361,CRS044,2024-02-22,2024-05-12,2024-03-01,Completed,100,2024-03-01,79.29,1,3,Yes
ENR00750,LRN0185,CRS031,2024-02-02,2024-02-12,,In Progress,12,2024-03-02,,1,,No
ENR01371,LRN0185,CRS059,2024-02-05,2024-04-25,,Dropped,9,2024-02-12,,1,,No
ENR00804,LRN0281,CRS010,2024-02-05,2024-02-25,2024-02-14,Completed,100,2024-02-14,90.83,3,2,Yes
ENR01269,LRN0456,CRS009,2024-02-12,2024-03-03,,In Progress,63,2024-03-10,,1,,No
ENR00556,LRN0093,CRS057,2024-02-28,2024-03-09,2024-03-02,Completed,100,2024-03-02,68.02,1,4,Yes
ENR00534,LRN0481,CRS035,2024-02-29,2024-05-19,,In Progress,30,2024-03-16,,3,,No
ENR01758,LRN0494,CRS008,2024-01-05,2024-03-25,2024-03-11,Completed,100,,75.08,1,2,Yes
ENR00658,LRN0066,CRS037,2024-03-05,2024-04-14,2024-03-29,Completed,100,2024-03-29,45.64,1,4,No
ENR01651,LRN0078,CRS038,2024-02-10,2024-03-11,2024-03-18,Completed,100,2024-03-18,83.56,1,4,Yes
ENR00162,LRN0247,CRS048,2024-02-12,2024-02-22,,Dropped,13,,,1,,No
ENR01116,LRN0443,CRS018,2024-03-02,2024-04-01,,Not Started,0,,,1,,No
ENR00710,LRN0368,CRS030,2024-01-23,2024-03-23,2024-02-21,Completed,100,2024-02-21,75.36,1,2,Yes
ENR00706,LRN0312,CRS050,2024-01-16,2024-01-26,,In Progress,73,2024-03-01,,1,,No
ENR00003,LRN0163,CRS025,2024-03-14,2024-04-23,2024-03-31,Completed,100,2024-03-31,50.37,1,2,No
ENR01043,LRN0253,CRS008,2024-01-11,2024-03-31,,In Progress,88,2024-02-23,,1,,No
ENR00726,LRN0013,CRS021,2024-02-24,2024-03-15,,Dropped,35,2024-02-29,,1,,No
ENR01144,LRN0026,CRS033,2024-03-10,2024-04-19,,Dropped,34,2024-03-13,,1,,No
ENR01497,LRN0441,CRS012,2024-01-12,2024-02-21,2024-02-23,Completed,100,2024-02-23,77.65,1,2,Yes
ENR01240,LRN0280,CRS056,2024-01-03,2024-03-03,,Not Started,0,,,1,,No
ENR00076,LRN0419,CRS056,2024-03-03,2024-05-02,2024-03-06,Completed,100,2024-03-06,74.06,1,3,Yes
ENR01785,LRN0290,CRS003,2024-03-06,2024-03-26,,In Progress,59,,,1,,No
ENR00395,LRN0133,CRS012,2024-01-07,2024-02-16,2024-01-29,Completed,100,2024-01-29,63.81,1,2,Yes
ENR01738,LRN0201,CRS034,2024-01-14,2024-02-03,2024-01-22,Completed,100,2024-01-22,80.1,1,5,Yes
ENR01791,LRN0157,CRS048,2024-02-27,2024-03-08,,Dropped,11,2024-03-05,,1,2,No
ENR00549,LRN0491,CRS060,2024-01-29,2024-02-28,,In Progress,90,2024-03-05,,1,,No
ENR00161,LRN0233,CRS057,2024-01-06,2024-01-16,,In Progress,38,2024-01-06,,1,,No
ENR00711,LRN0470,CRS005,2024-01-17,2024-02-26,,In Progress,36,2024-01-24,,1,,No
ENR01215,LRN0323,CRS039,2024-01-10,2024-03-30,,Dropped,3,2024-01-15,,1,,No
ENR01103,LRN0087,CRS012,2024-03-13,2024-04-22,,Dropped,1,2024-03-14,,1,,No
ENR00341,LRN0091,CRS013,2024-03-13,2024-06-01,,In Progress,46,2024-03-18,,1,,No
ENR01692,LRN0086,CRS043,2024-03-06,2024-05-25,,Dropped,0,2024-03-20,,1,,No
ENR00490,LRN0121,CRS054,2024-03-10,2024-04-19,2024-03-31,Completed,100,2024-03-31,82.47,2,5,Yes
ENR01485,LRN0024,CRS024,2024-02-19,2024-03-20,2024-02-22,Completed,100,,67.42,1,5,Yes
ENR00990,LRN0198,CRS049,2024-03-16,2024-04-25,,In Progress,70,2024-03-20,,1,,No
ENR00184,LRN0231,CRS055,2024-03-12,2024-03-22,2024-03-15,Completed,100,2024-03-15,76.76,1,1,Yes
ENR00732,LRN0134,CRS036,2024-03-08,2024-03-28,,Dropped,1,2024-03-19,,1,,No
ENR01888,LRN0030,CRS045,2024-02-12,2024-02-22,,Dropped,15,,,1,,No
ENR01410,LRN0280,CRS033,2024-01-19,2024-02-28,2024-01-28,Completed,100,,63.21,1,3,Yes
ENR01554,LRN0434,CRS013,2024-01-16,2024-04-05,,In Progress,39,2024-02-23,,3,,No
ENR01290,LRN0211,CRS057,2024-01-22,2024-02-01,,Not Started,0,,,1,,No
ENR00966,LRN0493,CRS032,2024-01-12,2024-01-22,,In Progress,21,2024-03-21,,1,,No
ENR00147,LRN0033,CRS041,2024-01-13,2024-02-12,2024-02-04,Completed,100,2024-02-04,89.44,1,3,Yes
ENR01986,LRN0155,CRS044,2024-03-17,2024-06-05,,In Progress,46,2024-03-18,,1,,No
ENR00157,LRN0454,CRS035,2024-01-19,2024-04-08,2024-02-22,Completed,100,2024-02-22,78.18,1,1,Yes
ENR01603,LRN0458,CRS049,2024-03-14,2024-04-23,,In Progress,32,,,1,,No
ENR00847,LRN0020,CRS054,2024-02-19,2024-03-30,2024-03-31,Completed,100,2024-03-31,83.15,1,4,Yes
ENR00964,LRN0180,CRS002,2024-02-02,2024-02-22,,Dropped,24,2024-02-15,,1,,No
ENR01417,LRN0454,CRS057,2024-03-17,2024-03-27,2024-03-22,Completed,100,2024-03-22,71.47,1,4,Yes
ENR00011,LRN0223,CRS060,2024-03-13,2024-04-12,,Dropped,33,2024-03-13,,1,,No
ENR01951,LRN0228,CRS053,2024-02-24,2024-05-14,,In Progress,24,2024-03-09,,1,,No
ENR00646,LRN0154,CRS057,2024-03-17,2024-03-27,,Not Started,0,,,2,,No
ENR01515,LRN0367,CRS051,2024-03-17,2024-06-05,2024-03-31,Completed,100,2024-03-31,70.13,1,5,Yes
ENR01709,LRN0419,CRS015,2024-03-09,2024-03-19,2024-03-12,Completed,100,2024-03-12,71.9,1,2,Yes
ENR00852,LRN0083,CRS010,2024-03-11,2024-03-31,,Not Started,0,,,1,,No
ENR01095,LRN0500,CRS034,2024-02-16,2024-03-07,2024-03-01,Completed,100,2024-03-01,85.62,1,1,Yes
ENR00910,LRN0401,CRS041,2024-03-14,2024-04-13,,Not Started,0,,,1,,No
ENR00053,LRN0429,CRS021,2024-01-20,2024-02-09,2024-02-13,Completed,100,2024-02-13,90.69,1,4,Yes
ENR00884,LRN0044,CRS052,2024-02-10,2024-04-30,,Dropped,7,2024-02-24,,1,,No
ENR01011,LRN0430,CRS029,2024-01-27,2024-04-16,2024-03-31,Completed,100,2024-03-31,49.25,2,4,No
ENR00555,LRN0061,CRS006,2024-02-22,2024-03-03,,In Progress,83,2024-03-02,,1,,No
ENR00001,LRN0467,CRS045,2024-01-09,2024-01-19,,Dropped,21,,,1,,No
ENR01248,LRN0428,CRS009,2024-02-10,2024-03-01,,In Progress,73,2024-02-22,,3,5,No
ENR01941,LRN0089,CRS036,2024-02-22,2024-03-13,2024-03-04,Completed,100,2024-03-04,93.44,1,1,Yes
ENR00587,LRN0361,CRS022,2024-02-15,2024-03-06,,Dropped,4,2024-02-23,,1,,No
ENR01680,LRN0240,CRS039,2024-02-26,2024-05-16,,Not Started,0,,,1,,No
ENR00564,LRN0476,CRS028,2024-02-06,2024-03-17,2024-02-21,Completed,100,2024-02-21,86.65,3,1,Yes
ENR01728,LRN0498,CRS058,2024-02-13,2024-03-14,2024-03-16,Completed,100,2024-03-16,76.63,1,1,Yes
ENR01801,LRN0312,CRS047,2024-01-17,2024-03-17,,Dropped,20,2024-01-29,,3,,No
ENR01858,LRN0197,CRS017,2024-03-02,2024-03-22,,In Progress,78,2024-03-05,,1,,No
ENR01837,LRN0262,CRS020,2024-03-05,2024-03-15,,In Progress,28,2024-03-14,,1,,No
ENR01863,LRN0234,CRS017,2024-02-20,2024-03-11,,In Progress,59,2024-02-21,,2,,No
ENR00083,LRN0184,CRS057,2024-02-03,2024-02-13,2024-02-06,Completed,100,,54.61,2,5,No
ENR00942,LRN0455,CRS052,2024-01-27,2024-04-16,2024-03-31,Completed,100,2024-03-31,85.93,1,1,Yes
ENR00431,LRN0324,CRS053,2024-01-09,2024-03-29,,In Progress,75,2024-01-13,,1,,No
ENR00397,LRN0293,CRS025,2024-01-02,2024-02-11,,In Progress,35,2024-03-18,,1,,No
ENR00992,LRN0161,CRS060,2024-02-11,2024-03-12,,Not Started,0,,,1,,No
ENR01057,LRN0137,CRS038,2024-02-07,2024-03-08,,In Progress,19,,,2,,No
ENR00407,LRN0413,CRS003,2024-02-07,2024-02-27,,Dropped,14,2024-02-10,,1,,No
ENR01210,LRN0173,CRS060,2024-01-16,2024-02-15,2024-01-23,Completed,100,2024-01-23,87.75,1,2,Yes
ENR00146,LRN0116,CRS045,2024-02-24,2024-03-05,,Not Started,0,,,2,,No
ENR01480,LRN0425,CRS005,2024-01-07,2024-02-16,2024-01-27,Completed,100,2024-01-27,60.83,1,2,Yes
ENR01224,LRN0217,CRS016,2024-03-06,2024-03-26,,Not Started,0,,,1,,No
ENR01196,LRN0298,CRS046,2024-01-09,2024-02-18,,Dropped,11,2024-01-13,,2,,No
ENR01274,LRN0021,CRS003,2024-01-20,2024-02-09,,Dropped,14,,,1,,No
ENR00684,LRN0254,CRS049,2024-02-29,2024-04-09,2024-03-23,Completed,100,2024-03-23,53.63,2,4,No
ENR01424,LRN0195,CRS008,2024-01-06,2024-03-26,,Not Started,0,,,1,,No
ENR01626,LRN0395,CRS017,2024-03-03,2024-03-23,2024-03-06,Completed,100,,56.92,1,2,No
ENR00093,LRN0227,CRS010,2024-01-02,2024-01-22,,Dropped,4,2024-01-10,,1,,No
ENR00368,LRN0194,CRS009,2024-01-28,2024-02-17,,In Progress,38,2024-02-04,,1,,No
ENR01359,LRN0217,CRS008,2024-02-15,2024-05-05,,In Progress,80,2024-03-17,,1,,No
ENR01179,LRN0194,CRS022,2024-03-01,2024-03-21,,In Progress,43,2024-03-16,,1,,No
ENR00177,LRN0136,CRS042,2024-01-10,2024-01-20,2024-01-13,Completed,100,2024-01-13,61.2,1,5,Yes
ENR01909,LRN0251,CRS017,2024-03-16,2024-04-05,2024-03-31,Completed,100,2024-03-31,84.75,1,5,Yes
ENR00463,LRN0251,CRS056,2024-02-01,2024-04-01,,In Progress,12,2024-02-03,,1,,No
ENR00128,LRN0087,CRS051,2024-02-01,2024-04-21,,In Progress,81,2024-02-28,,1,4,No
ENR00717,LRN0321,CRS029,2024-01-15,2024-04-04,,Not Started,0,,,2,,No
ENR01503,LRN0396,CRS008,2024-03-05,2024-05-24,,In Progress,57,2024-03-22,,1,,No
ENR01732,LRN0481,CRS058,2024-02-28,2024-03-29,,In Progress,31,2024-03-27,,1,,No
ENR00348,LRN0468,CRS015,2024-01-04,2024-01-14,2024-01-11,Completed,100,2024-01-11,53.11,1,2,No
ENR01316,LRN0477,CRS014,2024-03-13,2024-04-12,,In Progress,84,2024-03-17,,1,1,No
ENR00403,LRN0234,CRS027,2024-02-22,2024-03-23,2024-03-22,Completed,100,2024-03-22,68.42,3,3,Yes
ENR01604,LRN0168,CRS020,2024-03-07,2024-03-17,2024-03-11,Completed,100,2024-03-11,79.67,1,3,Yes
ENR01004,LRN0124,CRS015,2024-01-29,2024-02-08,,In Progress,44,2024-03-05,,2,,No
ENR01017,LRN0082,CRS006,2024-03-11,2024-03-21,2024-03-14,Completed,100,2024-03-14,73.89,1,2,Yes
ENR01887,LRN0209,CRS058,2024-01-04,2024-02-03,,Dropped,33,2024-01-12,,3,,No
ENR00027,LRN0324,CRS021,2024-02-22,2024-03-13,,Dropped,5,2024-02-26,,2,,No
ENR00199,LRN0063,CRS024,2024-01-10,2024-02-09,,Dropped,20,2024-01-18,,1,,No
